StartTime,Dur,Proto,SrcAddr,DstAddr,State,TotPkts,TotBytes,SrcBytes
2025/05/16 01:24:11.107089,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.111731,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.108711,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:15.731127,0.453190089,tcp,192.168.150.67,35.174.127.31,CON,2,347,208
2025/05/16 01:24:18.645675,0.0,tcp,192.168.150.67,52.39.98.168,CON,1,55,33
2025/05/16 01:24:11.110076,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.107508,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.107872,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.111526,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:06.433578,0.0,udp,192.168.150.67,8.8.8.8,CON,1,71,42
2025/05/16 01:24:06.433933,0.0,udp,192.168.150.67,8.8.8.8,CON,1,71,42
2025/05/16 01:24:11.108486,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:06.434391,0.0,udp,192.168.150.67,8.8.8.8,CON,1,71,42
2025/05/16 01:24:11.111150,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.110992,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.110438,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.109464,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.110265,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.111887,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.108889,0.0,udp,192.168.150.67,8.8.8.8,CON,1,85,51
2025/05/16 01:24:11.110810,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.109668,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:11.109280,0.0,udp,192.168.150.67,8.8.8.8,CON,1,70,42
2025/05/16 01:24:16.132725,0.0,tcp,35.174.127.31,192.168.150.67,CON,2,372,223
